DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,5/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,INZÁ,19355000,ARMA DE FUEGO,6/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,LLAVE MAESTRA,7/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,9/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,10/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TIMBÍO,19807000,LLAVE MAESTRA,10/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,14/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,24/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,28/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,LLAVE MAESTRA,30/01/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,1/02/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,3/02/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,5/02/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,6/02/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,14/02/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,16/02/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,2/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,5/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,22/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,23/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,25/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,28/03/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,3
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,2/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,3/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,6/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,10/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,14/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,17/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,17/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,21/04/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,LLAVE MAESTRA,2/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,4/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,5/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,5/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,PATÍA,19532000,ARMA DE FUEGO,6/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,6/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,8/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,11/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,11/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,LLAVE MAESTRA,11/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TOTORÓ,19824000,ARMA DE FUEGO,13/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,14/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,16/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,ROSAS,19622000,ARMA DE FUEGO,20/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,CONTUNDENTES,20/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,20/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,23/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,29/05/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,1/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,4/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,LLAVE MAESTRA,4/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,6/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,10/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,10/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,PATÍA,19532000,LLAVE MAESTRA,11/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,23/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,26/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,27/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,27/06/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,13/07/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PADILLA,19513000,ARMA DE FUEGO,17/07/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,24/07/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,VILLA RICA,19845000,LLAVE MAESTRA,10/08/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TOTORÓ,19824000,ARMA DE FUEGO,31/08/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,4/09/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,8/09/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,17/09/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,22/09/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,25/09/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/10/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,2/10/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,30/10/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,3
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/11/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,6/11/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,7/11/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,9/11/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,10/11/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,12/12/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,13/12/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,18/12/2010,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,3
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,2/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,3/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,4/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,8/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,9/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,11/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,13/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,16/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,17/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,21/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,26/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,27/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,30/01/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,2/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,6/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,12/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,15/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,17/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,3
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,20/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,23/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TIMBÍO,19807000,LLAVE MAESTRA,26/02/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,3/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,12/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,14/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,16/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,CONTUNDENTES,17/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,20/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,25/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,26/03/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,4/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,9/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,10/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,10/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,11/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,11/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,13/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,INZÁ,19355000,ARMA DE FUEGO,19/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,24/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,24/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,24/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,26/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,28/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,30/04/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,1/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,4/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,8/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PADILLA,19513000,ARMA DE FUEGO,9/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,10/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PURACÉ,19585000,ARMA DE FUEGO,11/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,18/05/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,LLAVE MAESTRA,2/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,6/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,8/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,9/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,20/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,23/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,ARMA BLANCA / CORTOPUNZANTE,25/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,29/06/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,1/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,CONTUNDENTES,4/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,LLAVE MAESTRA,6/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,8/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,9/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,ROSAS,19622000,ARMA DE FUEGO,18/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,21/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,25/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,29/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,ROSAS,19622000,CORTANTES,29/07/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,5/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PIENDAMÓ,19548000,LLAVE MAESTRA,14/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PURACÉ,19585000,ARMA DE FUEGO,19/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,19/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,23/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,25/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,30/08/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,6/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,7/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,8/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,BOLÍVAR,19100000,LLAVE MAESTRA,9/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,9/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,14/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,LLAVE MAESTRA,14/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,15/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,16/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTA,16/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,26/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,27/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,28/09/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,1/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,2/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,7/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,8/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,13/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,15/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,16/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,16/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,22/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,ALMAGUER,19022000,LLAVE MAESTRA,22/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,23/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,24/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,24/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,31/10/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,1/11/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,2/11/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,5/11/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,10/11/2011,NO APLICA,NO APLICA,HURTO AUTOMOTORES,1
