DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,29/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,29/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,CORINTO,19212000,NO REPORTADO,29/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,30/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,30/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,30/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,30/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,30/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,MIRANDA,19455000,NO REPORTADO,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,CAJIBÍO,19130000,SIN EMPLEO DE ARMAS,31/07/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,01/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,01/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,01/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,PATÍA,19532000,NO REPORTADO,01/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,01/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,3
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,LLAVE MAESTRA,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PATÍA,19532000,NO REPORTADO,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,02/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PATÍA,19532000,LLAVE MAESTRA,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,LLAVE MAESTRA,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CALOTO,19142000,NO REPORTADO,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PATÍA,19532000,NO REPORTADO,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CALOTO,19142000,SIN EMPLEO DE ARMAS,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,03/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,04/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,04/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,04/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,04/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,05/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,05/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CORINTO,19212000,NO REPORTADO,05/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PATÍA,19532000,NO REPORTADO,05/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,05/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,06/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,06/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,06/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,06/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,06/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,4
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,07/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,08/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,08/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,08/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,08/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,08/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,PIENDAMÓ,19548000,NO REPORTADO,08/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,LA VEGA,19397000,SIN EMPLEO DE ARMAS,09/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,LLAVE MAESTRA,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,SOTARA,19760000,LLAVE MAESTRA,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SOTARA,19760000,LLAVE MAESTRA,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,SIN EMPLEO DE ARMAS,10/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PADILLA,19513000,ARMA DE FUEGO,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,3
CAUCA,EL TAMBO,19256000,NO REPORTADO,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,MIRANDA,19455000,NO REPORTADO,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CAJIBÍO,19130000,SIN EMPLEO DE ARMAS,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,11/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,LLAVE MAESTRA,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,GUACHENÉ,19300000,SIN EMPLEO DE ARMAS,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,12/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,13/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,13/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,13/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,13/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,ARGELIA,19050000,SIN EMPLEO DE ARMAS,13/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,13/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,3
CAUCA,SANTANDER DE QUILICHAO,19698000,LLAVE MAESTRA,14/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,15/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,15/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,15/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,15/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,15/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,ARMA BLANCA / CORTOPUNZANTE,16/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,16/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,4
CAUCA,PIENDAMÓ,19548000,SIN EMPLEO DE ARMAS,16/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,16/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,LA VEGA,19397000,ARMA DE FUEGO,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,TIMBÍO,19807000,LLAVE MAESTRA,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,NO REPORTADO,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,NO REPORTADO,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TOTORÓ,19824000,NO REPORTADO,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,SIN EMPLEO DE ARMAS,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TOTORÓ,19824000,SIN EMPLEO DE ARMAS,17/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,LLAVE MAESTRA,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CORINTO,19212000,NO REPORTADO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,NO REPORTADO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,SIN EMPLEO DE ARMAS,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TOTORÓ,19824000,SIN EMPLEO DE ARMAS,18/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,BUENOS AIRES,19110000,NO REPORTADO,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PIENDAMÓ,19548000,NO REPORTADO,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,GUACHENÉ,19300000,SIN EMPLEO DE ARMAS,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,JAMBALÓ,19364000,SIN EMPLEO DE ARMAS,19/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,PIENDAMÓ,19548000,NO REPORTADO,20/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,21/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,21/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,21/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,21/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TOTORÓ,19824000,NO REPORTADO,21/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,SIN EMPLEO DE ARMAS,21/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,22/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,22/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,2
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,4
CAUCA,PATÍA,19532000,LLAVE MAESTRA,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,NO REPORTADO,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,SIN EMPLEO DE ARMAS,23/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,24/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,24/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,24/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,POPAYÁN (CT),19001000,LLAVE MAESTRA,24/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,TIMBÍO,19807000,LLAVE MAESTRA,24/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
CAUCA,LA SIERRA,19392000,NO REPORTADO,24/08/2019,NO APLICA,NO APLICA,HURTO MOTOCICLETAS,1
